N,P,K,temperature,humidity,ph,rainfall,label
49.57,67.82,10.35,29.9,67.69,7.49,62.94,blackgram
23.51,131.47,190.03,21.17,94.67,6.09,116.72,apple
17.39,22.54,34.45,32.15,41.54,5.35,44.27,mango
105.66,90.76,53.48,26.11,83.06,6.48,107.69,banana
22.15,136.23,215.21,27.52,98.05,6.17,110.03,apple
118.37,47.99,51.39,25.96,76.25,6.88,72.93,cotton
69.38,35.76,32.99,22.81,73.21,5.77,285.17,rice
34.99,61.52,19.49,32.01,79.72,6.5,72.73,blackgram
90.25,15.05,62.39,28.29,88.83,5.77,7.79,muskmelon
90.62,17.35,41.47,25.08,84.33,5.9,84.91,watermelon
106.02,19.85,28.22,25.59,53.31,6.94,113.37,coffee
92.72,17.0,45.57,23.88,89.93,6.91,31.24,watermelon
76.12,36.48,39.59,25.53,73.6,6.86,211.27,jute
41.98,66.87,86.98,16.4,10.71,6.75,69.36,chickpea
70.57,38.86,42.03,26.62,79.36,7.26,151.51,jute
16.95,33.08,21.7,33.24,92.95,6.6,48.13,mungbean
19.59,124.62,195.93,23.43,91.37,5.84,76.19,grapes
83.31,43.38,38.89,27.28,86.73,6.46,152.69,jute
20.31,47.52,24.2,26.63,84.82,6.78,37.44,mungbean
23.66,135.16,209.5,27.52,89.45,5.42,92.64,apple
20.44,146.46,221.94,20.25,84.75,5.95,51.4,grapes
27.4,23.52,29.18,25.78,86.18,6.15,158.49,coconut
22.98,49.46,30.0,28.94,53.41,7.49,52.73,mothbeans
61.25,47.06,51.71,22.59,53.88,6.14,118.55,maize
25.74,15.12,26.82,26.35,95.42,5.83,153.97,coconut
23.86,8.1,22.1,19.8,83.11,5.88,114.14,pomegranate
76.85,57.15,44.92,24.86,83.03,5.88,156.54,jute
99.86,80.27,49.18,26.96,86.72,5.99,126.71,banana
25.68,73.19,11.97,26.37,49.99,6.31,176.3,pigeonpeas
37.51,73.94,11.07,28.92,78.27,6.85,64.42,blackgram
78.59,48.53,41.26,22.68,76.82,5.66,180.55,rice
14.87,75.14,22.33,24.37,56.25,6.89,179.06,pigeonpeas
16.75,29.81,28.85,34.13,47.49,5.87,107.13,mango
9.39,22.1,32.4,25.48,99.1,5.88,119.97,pomegranate
23.25,129.08,177.96,23.93,80.41,5.53,63.34,grapes
25.32,143.73,218.58,23.28,91.56,5.7,78.3,apple
43.03,79.22,24.73,27.5,64.42,6.73,63.99,blackgram
23.88,21.11,9.89,22.39,93.74,6.99,88.36,orange
70.98,48.57,48.0,20.76,71.91,6.78,135.91,maize
88.89,22.42,24.42,23.89,54.42,7.08,129.31,coffee
121.87,19.53,51.92,26.05,95.65,5.96,9.33,muskmelon
24.13,69.23,26.84,20.11,23.98,5.95,99.23,kidneybeans
21.8,137.18,193.84,24.07,85.75,6.03,97.14,grapes
21.65,79.9,17.55,27.79,32.5,5.98,139.61,pigeonpeas
105.41,14.46,26.82,27.65,67.74,7.35,151.91,coffee
13.8,7.82,5.6,21.16,90.15,7.68,104.66,orange
110.75,80.8,44.44,28.85,90.71,6.08,129.68,banana
22.98,25.43,29.03,27.62,43.41,5.61,81.55,mango
22.4,138.39,213.38,26.56,84.14,6.42,58.03,grapes
18.52,56.34,18.27,25.84,56.98,7.1,47.07,lentil
